Encrypt Time (ms),Inbuf Time (ms),Ratio
0.068,0.152,2.2352941176470584
0.047,0.133,2.8297872340425534
0.07300000000000001,0.083,1.136986301369863
0.004,0.029,7.25
0.019,0.098,5.157894736842105
0.022,0.057,2.5909090909090913
0.016,0.067,4.1875
0.003,0.017,5.666666666666667
0.021,0.203,9.666666666666666
0.034,0.159,4.6764705882352935
0.008,0.078,9.75
0.005,0.023,4.6
0.047,0.128,2.723404255319149
0.021,0.083,3.9523809523809526
0.017,0.069,4.0588235294117645
0.028,0.108,3.857142857142857
0.118,0.358,3.0338983050847457
0.043,0.096,2.232558139534884
0.051,0.117,2.294117647058824
0.007,0.056,8.0
0.015,0.078,5.2
0.005,0.029,5.8
0.076,0.087,1.144736842105263
0.008,0.041,5.125
0.008,0.021,2.625
0.002,0.014,7.0
0.003,0.012,4.0
0.07200000000000001,0.105,1.458333333333333
0.03,0.048,1.6
0.003,0.015,5.0
0.024,0.1,4.166666666666667
0.008,0.041,5.125
0.01,0.05,5.0
0.002,0.012,6.0
0.011,0.041,3.7272727272727275
0.045,0.109,2.4222222222222225
0.002,0.014,7.0
0.009,0.074,8.222222222222223
0.008,0.076,9.5
0.044,0.256,5.818181818181818
0.008,0.041,5.125
0.059000000000000004,0.088,1.4915254237288134
0.05500000000000001,0.109,1.9818181818181815
0.027,0.088,3.259259259259259
0.004,0.022,5.5
0.069,0.209,3.0289855072463765
0.1,0.283,2.8299999999999996
0.022,0.097,4.409090909090909
0.028,0.185,6.607142857142857
0.032,0.129,4.03125
0.006,0.025,4.166666666666667
0.079,0.134,1.6962025316455698
0.027,0.141,5.222222222222221
0.007,0.033,4.714285714285714
0.021,0.16,7.619047619047619
0.025,0.123,4.92
0.011,0.055,5.0
0.004,0.016,4.0
0.007,0.024,3.4285714285714284
0.022,0.068,3.0909090909090913
0.008,0.043,5.374999999999999
0.056999999999999995,0.075,1.3157894736842106
0.024,0.094,3.9166666666666665
0.008,0.055,6.875
0.006,0.04,6.666666666666667
0.014,0.079,5.642857142857143
0.019,0.071,3.7368421052631575
0.038,0.09,2.3684210526315788
0.018,0.107,5.944444444444445
0.019,0.109,5.736842105263158
0.018,0.129,7.166666666666667
0.043,0.117,2.72093023255814
0.016,0.058,3.625
0.035,0.175,4.999999999999999
0.031,0.121,3.903225806451613
0.007,0.033,4.714285714285714
0.054,0.141,2.6111111111111107
0.048,0.16,3.3333333333333335
0.028,0.12,4.285714285714286
0.038,0.106,2.789473684210526
0.075,0.197,2.626666666666667
0.016,0.111,6.9375
0.033,0.124,3.7575757575757573
0.01,0.067,6.7
0.027,0.113,4.185185185185185
0.008,0.066,8.25
0.034,0.113,3.3235294117647056
0.034,0.124,3.6470588235294117
0.003,0.018,5.999999999999999
0.024,0.199,8.291666666666666
0.021,0.103,4.904761904761904
0.056999999999999995,0.11,1.929824561403509
0.041,0.142,3.463414634146341
0.02,0.108,5.3999999999999995
0.041,0.123,3.0
0.005,0.028,5.6
0.045,0.116,2.577777777777778
0.05399999999999999,0.102,1.888888888888889
0.026,0.121,4.653846153846154
0.019,0.08,4.2105263157894735
0.018,0.109,6.055555555555556
0.026,0.078,3.0
0.027,0.083,3.0740740740740744
0.032,0.113,3.53125
0.005,0.023,4.6
0.012,0.077,6.416666666666666
0.031,0.092,2.967741935483871
0.026,0.117,4.500000000000001
0.026,0.25,9.615384615384615
0.037,0.12,3.2432432432432434
0.013,0.081,6.230769230769231
0.03,0.161,5.366666666666667
0.036,0.099,2.7500000000000004
0.07100000000000001,0.125,1.76056338028169
0.024,0.141,5.874999999999999
0.009,0.059,6.555555555555555
