Encrypt Time (ms),Inbuf Time (ms),Ratio
0.027,0.053,1.962962962962963
0.065,0.231,3.553846153846154
0.066,0.22,3.333333333333333
0.007,0.036,5.142857142857142
0.034999999999999996,0.054,1.542857142857143
0.006,0.032,5.333333333333333
0.014,0.049,3.5
0.065,0.096,1.476923076923077
0.052,0.073,1.4038461538461537
0.025,0.046,1.8399999999999999
0.01,0.042,4.2
0.019000000000000003,0.047,2.4736842105263155
0.022,0.197,8.954545454545455
0.023,0.179,7.782608695652174
0.008,0.041,5.125
0.014,0.085,6.071428571428572
0.003,0.017,5.666666666666667
0.014,0.095,6.785714285714286
0.004,0.024,6.0
0.007,0.037,5.285714285714286
0.039999999999999994,0.085,2.1250000000000004
0.004,0.038,9.5
0.003,0.014,4.666666666666667
0.014,0.056,4.0
0.003,0.016,5.333333333333333
0.005,0.016,3.2
0.003,0.014,4.666666666666667
0.009,0.055,6.111111111111112
0.05,0.203,4.06
0.009,0.08,8.88888888888889
0.011,0.059,5.363636363636363
0.025,0.15,5.999999999999999
0.021,0.101,4.809523809523809
0.036,0.24,6.666666666666667
0.01,0.091,9.1
0.055999999999999994,0.224,4.000000000000001
0.05,0.14,2.8000000000000003
0.008,0.042,5.25
0.025,0.155,6.199999999999999
0.038,0.09,2.3684210526315788
0.019,0.062,3.263157894736842
0.035,0.158,4.514285714285714
0.053000000000000005,0.094,1.7735849056603772
0.01,0.033,3.3000000000000003
0.013,0.044,3.3846153846153846
0.01,0.066,6.6000000000000005
0.016,0.054,3.375
0.014,0.071,5.071428571428571
0.012,0.041,3.4166666666666665
0.024,0.086,3.583333333333333
0.018,0.11,6.111111111111112
0.021,0.084,4.0
0.015,0.076,5.066666666666666
0.04,0.054,1.3499999999999999
0.015,0.026,1.7333333333333334
0.014,0.091,6.5
0.012,0.088,7.333333333333333
0.018,0.066,3.666666666666667
0.017,0.08,4.705882352941177
0.052,0.215,4.134615384615385
0.02,0.126,6.3
0.039,0.145,3.7179487179487176
0.012,0.043,3.583333333333333
0.013,0.054,4.153846153846154
0.011,0.046,4.181818181818182
0.032,0.103,3.2187499999999996
0.018,0.067,3.7222222222222228
0.016,0.124,7.75
0.041999999999999996,0.066,1.5714285714285716
0.017,0.058,3.411764705882353
0.014,0.058,4.142857142857143
0.011,0.052,4.7272727272727275
0.034,0.063,1.852941176470588
0.019,0.104,5.473684210526316
0.02,0.106,5.3
0.032,0.159,4.96875
0.013,0.043,3.3076923076923075
0.011,0.043,3.909090909090909
0.024,0.088,3.6666666666666665
0.02,0.077,3.85
0.033,0.087,2.6363636363636362
0.047,0.066,1.4042553191489362
0.015,0.046,3.066666666666667
0.019999999999999997,0.055,2.7500000000000004
0.004,0.019,4.75
0.024,0.164,6.833333333333333
0.02,0.078,3.9
0.061,0.372,6.098360655737705
0.016,0.057,3.5625
0.05,0.167,3.34
0.032,0.152,4.75
0.015,0.095,6.333333333333334
0.02,0.077,3.85
0.047,0.217,4.617021276595745
0.051000000000000004,0.222,4.352941176470588
0.049,0.082,1.6734693877551021
0.008,0.048,6.0
0.013,0.047,3.6153846153846154
0.019,0.11,5.7894736842105265
0.043000000000000003,0.081,1.8837209302325582
0.073,0.227,3.109589041095891
0.009,0.054,6.0
0.027,0.061,2.259259259259259
0.008,0.043,5.374999999999999
0.003,0.022,7.333333333333333
0.086,0.281,3.2674418604651168
0.026,0.11,4.230769230769231
0.021,0.075,3.571428571428571
0.004,0.02,5.0
0.012,0.088,7.333333333333333
0.005,0.027,5.3999999999999995
0.003,0.02,6.666666666666667
0.057,0.235,4.12280701754386
0.003,0.016,5.333333333333333
0.014,0.022,1.5714285714285714
0.003,0.016,5.333333333333333
0.003,0.019,6.333333333333333
0.003,0.016,5.333333333333333
0.014,0.065,4.642857142857143
0.003,0.016,5.333333333333333
0.033,0.101,3.0606060606060606
0.03,0.052,1.7333333333333334
0.003,0.015,5.0
0.134,0.227,1.6940298507462686
0.013,0.106,8.153846153846153
0.017,0.108,6.352941176470588
0.012,0.059,4.916666666666666
0.008,0.044,5.5
0.004,0.022,5.5
0.006,0.042,7.0
0.013,0.06,4.615384615384616
0.005,0.026,5.199999999999999
0.056,0.169,3.017857142857143
0.004,0.018,4.5
0.024,0.033,1.375
0.007,0.043,6.142857142857142
0.052,0.078,1.5
0.006,0.027,4.5
0.004,0.024,6.0
0.004,0.022,5.5
0.051,0.081,1.5882352941176472
0.013,0.068,5.230769230769232
0.009,0.058,6.4444444444444455
0.009,0.054,6.0
0.009,0.056,6.222222222222223
0.007,0.043,6.142857142857142
0.005,0.04,8.0
0.066,0.14,2.121212121212121
0.042,0.206,4.904761904761904
0.02,0.186,9.299999999999999
0.03,0.061,2.033333333333333
0.039,0.12,3.0769230769230766
0.02,0.144,7.199999999999999
0.036000000000000004,0.149,4.138888888888888
0.014,0.077,5.5
0.004,0.019,4.75
0.002,0.01,5.0
0.002,0.009,4.5
0.016,0.051,3.1874999999999996
0.017,0.083,4.88235294117647
0.001,0.009,9.0
0.026,0.065,2.5
0.013,0.053,4.076923076923077
0.016,0.029,1.8125
0.039,0.042,1.076923076923077
0.001,0.009,9.0
0.001,0.008,8.0
0.014,0.051,3.6428571428571423
0.004,0.013,3.25
0.004,0.018,4.5
0.019,0.054,2.8421052631578947
0.003,0.015,5.0
0.017,0.075,4.411764705882352
0.001,0.009,9.0
0.017,0.081,4.764705882352941
0.038,0.09,2.3684210526315788
0.056,0.059,1.0535714285714286
0.004,0.019,4.75
0.003,0.02,6.666666666666667
0.004,0.02,5.0
0.011,0.032,2.909090909090909
0.002,0.008,4.0
0.002,0.008,4.0
0.057,0.148,2.596491228070175
0.012,0.046,3.833333333333333
0.004,0.017,4.25
0.004,0.014,3.5
0.006,0.011,1.8333333333333333
0.002,0.008,4.0
0.045,0.085,1.888888888888889
0.057999999999999996,0.068,1.1724137931034484
0.007,0.028,4.0
0.003,0.013,4.333333333333333
0.040999999999999995,0.09,2.1951219512195124
0.003,0.017,5.666666666666667
0.014,0.046,3.2857142857142856
0.045,0.098,2.177777777777778
0.019,0.09,4.7368421052631575
0.006,0.026,4.333333333333333
0.027999999999999997,0.071,2.5357142857142856
0.017,0.07,4.11764705882353
0.003,0.03,10.0
0.001,0.009,9.0
0.017,0.063,3.705882352941176
0.002,0.009,4.5
0.01,0.058,5.8
0.003,0.016,5.333333333333333
0.009,0.045,5.0
0.017,0.056,3.2941176470588234
0.01,0.062,6.2
0.027999999999999997,0.059,2.107142857142857
0.014,0.061,4.357142857142857
0.006,0.027,4.5
0.017,0.064,3.764705882352941
0.003,0.013,4.333333333333333
0.02,0.082,4.1
0.013,0.075,5.769230769230769
0.013,0.032,2.4615384615384617
0.002,0.007,3.5
0.011,0.086,7.818181818181818
0.013,0.063,4.846153846153847
0.019,0.061,3.210526315789474
0.004,0.015,3.75
0.002,0.01,5.0
0.002,0.008,4.0
0.001,0.008,8.0
0.015,0.066,4.4
0.003,0.014,4.666666666666667
0.022,0.07,3.181818181818182
0.036,0.053,1.4722222222222223
0.036,0.087,2.4166666666666665
0.02,0.077,3.85
0.004,0.018,4.5
0.003,0.017,5.666666666666667
0.001,0.008,8.0
0.018,0.066,3.666666666666667
0.004,0.018,4.5
0.001,0.009,9.0
0.005,0.025,5.0
0.042,0.051,1.2142857142857142
0.011,0.056,5.090909090909092
0.032,0.072,2.25
0.016,0.044,2.75
0.03,0.079,2.6333333333333333
0.026,0.153,5.884615384615385
0.011,0.046,4.181818181818182
0.011,0.05,4.545454545454546
0.01,0.058,5.8
0.01,0.04,4.0
0.02,0.088,4.3999999999999995
0.004,0.02,5.0
0.002,0.012,6.0
0.002,0.011,5.5
0.016,0.057,3.5625
0.012,0.067,5.583333333333334
0.01,0.052,5.199999999999999
0.004,0.014,3.5
0.001,0.008,8.0
0.042,0.108,2.571428571428571
0.011,0.047,4.272727272727273
0.004,0.017,4.25
0.004,0.023,5.75
0.003,0.023,7.666666666666666
0.014,0.053,3.7857142857142856
0.024,0.072,2.9999999999999996
0.021,0.066,3.142857142857143
0.016,0.066,4.125
0.002,0.009,4.5
0.017,0.032,1.8823529411764706
0.03,0.047,1.5666666666666667
0.015,0.052,3.466666666666667
0.006,0.027,4.5
0.021,0.085,4.0476190476190474
0.002,0.009,4.5
0.013,0.058,4.461538461538462
0.023,0.079,3.4347826086956523
0.004,0.016,4.0
0.002,0.009,4.5
0.008,0.034,4.25
0.037,0.041,1.1081081081081081
0.023,0.094,4.086956521739131
0.002,0.015,7.5
0.016,0.108,6.75
0.027000000000000003,0.067,2.4814814814814814
0.03,0.062,2.066666666666667
0.021,0.08,3.8095238095238093
0.009,0.066,7.333333333333334
0.012,0.053,4.416666666666666
0.007,0.034,4.857142857142858
0.003,0.014,4.666666666666667
0.02,0.064,3.2
0.004,0.017,4.25
0.001,0.008,8.0
0.002,0.011,5.5
0.014,0.054,3.857142857142857
0.054,0.074,1.3703703703703702
0.009,0.055,6.111111111111112
0.014,0.055,3.9285714285714284
0.011,0.043,3.909090909090909
0.014,0.065,4.642857142857143
0.005,0.033,6.6000000000000005
0.038,0.084,2.210526315789474
0.021,0.077,3.6666666666666665
0.009,0.055,6.111111111111112
0.017,0.07,4.11764705882353
0.001,0.009,9.0
0.028,0.056,2.0
0.02,0.059,2.9499999999999997
0.011,0.05,4.545454545454546
0.01,0.049,4.9
0.003,0.015,5.0
0.001,0.008,8.0
0.02,0.078,3.9
0.014,0.046,3.2857142857142856
0.025,0.049,1.96
0.023,0.107,4.6521739130434785
0.036000000000000004,0.092,2.5555555555555554
0.018,0.102,5.666666666666667
0.001,0.008,8.0
0.039,0.068,1.7435897435897436
0.012,0.067,5.583333333333334
0.021,0.068,3.238095238095238
0.018,0.085,4.722222222222223
0.014,0.053,3.7857142857142856
0.013,0.054,4.153846153846154
0.004,0.016,4.0
0.025,0.092,3.6799999999999997
0.005,0.022,4.3999999999999995
0.015,0.052,3.466666666666667
0.009,0.059,6.555555555555555
0.045,0.099,2.2
0.019,0.037,1.9473684210526316
0.002,0.013,6.5
0.002,0.018,9.0
0.011,0.095,8.636363636363637
0.012,0.086,7.166666666666666
0.02,0.081,4.05
0.002,0.015,7.5
0.014,0.065,4.642857142857143
0.019,0.073,3.8421052631578947
0.019,0.066,3.473684210526316
0.002,0.012,6.0
0.02,0.076,3.8
0.003,0.014,4.666666666666667
0.023,0.086,3.7391304347826084
0.002,0.012,6.0
0.014,0.051,3.6428571428571423
0.048,0.108,2.25
0.018,0.074,4.111111111111112
0.001,0.007,7.0
0.019000000000000003,0.037,1.9473684210526312
0.024,0.08,3.3333333333333335
0.018,0.058,3.2222222222222228
0.028,0.103,3.6785714285714284
0.015,0.026,1.7333333333333334
0.02,0.104,5.199999999999999
0.017,0.06,3.529411764705882
0.003,0.015,5.0
0.012,0.039,3.25
0.009,0.034,3.777777777777778
0.003,0.015,5.0
